Timestamp,ERCOT - Price - Load Zone: LZ_HOUSTON - ISO: Actual - DA LMP - Latest (Now),ERCOT - Price - Load Zone: LZ_HOUSTON - ISO: Actual - RT SPP (15 min) - Latest (Now),ERCOT - Price - Hub: HB_BUSAVG - ISO: Actual - RT SPP (15 min) - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Dispatchable Outages (Planned) - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Dispatchable Outages (Unplanned) - Latest (Now),ERCOT - Load - System Wide - ISO: Actual - Load - Latest (Now),ERCOT - Load - System Wide - ISO: Forecast - Load - Prior Day (Rolling),ERCOT - Load - System Wide - ENV: Actual - Net Load - Latest (Now),ERCOT - Load - System Wide - ENV: Actual - Temperature - Latest (Now),ERCOT - Generation - Solar - System Wide - ISO: Actual - Generation - Latest (Now),ERCOT - Generation - Solar - System Wide - ISO: Forecast - Generation (STPF) - Prior Day (Rolling),ERCOT - Generation - Wind - System Wide - ISO: Actual - Generation (5 min) - Latest (Now),ERCOT - Generation - Wind - System Wide - ISO: Forecast - Generation (STPF) - Prior Day (Rolling),ERCOT - Grid Conditions - System Wide - ISO: Actual - PRC - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Fuel Mix (Natural Gas) - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Energy Storage Resources (Net Output) - Latest (Now)
2024-01-02T13:00:00-06:00,17.71,24.96,24.517,,,,46548.17,42103,50,5682.79,5674.4,3838.21,3236,,26600.29,
2024-01-02T14:00:00-06:00,17.17,26.26,25.38,,,,45692.69,42984,50,4707.04,4866.9,4000.92,3404,,26915.14,
2024-01-02T15:00:00-06:00,18.5,27.505,26.315,,,,45181.67,43576,50,3294.03,3752.5,4952.13,3545.1,,27366.73,
2024-01-02T16:00:00-06:00,24.22,33.69,32.262,,,,45265.95,44938,49,2182.8,2538.9,5181.19,3531,,28395.18,
2024-01-02T17:00:00-06:00,45.56,54.578,56.335,,,,46735.6,48300,48,431,476.1,4946.44,3274.1,,31113.53,
2024-01-02T18:00:00-06:00,37.62,72.478,73.202,,,,48397.23,50566,47,0.06,0.1,3730.88,2961.3,,32819.56,
2024-01-02T19:00:00-06:00,31.64,51.013,53.167,,,,48358.81,50933,47,0.03,0,2886.94,3083.7,,33240.67,
2024-01-02T20:00:00-06:00,26.73,45.788,52.26,,,,48056.59,49453,46,0.15,0,3022.61,3192.7,,32148.85,
2024-01-02T21:00:00-06:00,23.7,39.52,46.027,,,,47483.96,47903,46,0.02,0,3188.66,3428.7,,31182.43,
2024-01-02T22:00:00-06:00,24.77,24.872,29.028,,,,46326.82,45549,44,0.03,0,3480.81,3683.4,,29213.49,
2024-01-02T23:00:00-06:00,22.02,23.693,27.51,,,,45159.56,42894,44,0.03,0,3897.87,3917.6,,27225.11,
2024-01-03T00:00:00-06:00,20.9,22.552,25.175,,,,44260.9,40988,43,0.02,0,4535.51,4214.1,,25807.48,
2024-01-03T01:00:00-06:00,19.18,21.53,24.16,,,,43576.93,39722,42,0.01,0,4807.01,4605.6,,25211.48,
2024-01-03T02:00:00-06:00,19.03,20.845,23.397,,,,43366.16,39070,42,0,0,5350.45,5162.7,,25032.33,
2024-01-03T03:00:00-06:00,19.22,19.885,20.995,,,,43602.15,38416,42,0,0,6105.77,5647.1,,24923.78,
2024-01-03T04:00:00-06:00,20.9,20.767,22.972,,,,44571.4,39242,42,0.01,0,6054.36,5781,,25916.68,
2024-01-03T05:00:00-06:00,23.34,21.443,23.61,,,,46968.04,40960,41,0.01,0,6312.21,5857,,27024.61,
2024-01-03T06:00:00-06:00,39.18,24.185,27.353,,,,50750.89,43953,41,0,0,5958.57,5902.6,,28574.28,
2024-01-03T07:00:00-06:00,42.49,28.282,31.495,,,,52886.24,45574,42,27.32,100.7,6097.32,5674.9,,29384.9,
2024-01-03T08:00:00-06:00,33.5,60.29,60.808,,,,53391.57,45615,43,1893.7,2584.2,4886.86,5101.5,,29518.64,
2024-01-03T09:00:00-06:00,24.81,21.575,21.588,,,,52894.31,42636,45,5885.91,7117.7,4186.63,4185.5,,28126.59,
2024-01-03T10:00:00-06:00,20.36,19.453,19.48,,,,51963.78,40469,47,7734.97,9014.8,4063.01,3510.9,,26593.9,
2024-01-03T11:00:00-06:00,19.2,17.805,17.807,,,,50847.08,38331,49,8634.87,9813.8,4039.22,2932.4,,25658.93,
2024-01-03T12:00:00-06:00,17.02,17.507,17.507,,,,49683.57,37095,51,8984.88,10563.4,3856.65,2593.5,,25404.76,
2024-01-03T13:00:00-06:00,16.67,16.345,16.345,,,,48749.92,35528,52,9623.29,10579.6,3569.94,2275.2,,24599.1,
2024-01-03T14:00:00-06:00,15.58,15.82,15.82,,,,47780.92,34902,53,9235.72,10496.3,3412.68,2076.7,,24247.66,
2024-01-03T15:00:00-06:00,15.33,16.02,16.02,,,,47212.33,35670,54,8006.57,9890.1,3405.19,1989.8,,24591.12,
2024-01-03T16:00:00-06:00,19.58,19.463,18.597,,,,47587.53,38409,53,5432.77,6343.1,3609.76,2013.9,,26412.94,
2024-01-03T17:00:00-06:00,42.26,26.408,27.655,,,,49107.63,44464,51,966.05,949.3,3750.73,2389.3,,29543.9,
2024-01-03T18:00:00-06:00,32.84,24.048,25.168,,,,51307.75,46046,49,0.15,0.1,4960.96,3312.2,,29618.47,
2024-01-03T19:00:00-06:00,27.85,21.09,21.235,,,,51658.97,44217,48,0.03,0,6780.45,4939,,28936.29,
2024-01-03T20:00:00-06:00,24.79,19.088,19.127,,,,51425.4,42338,46,0.02,0,8403.2,6643.8,,28456.15,
2024-01-03T21:00:00-06:00,21.72,17.925,17.925,,,,50487.78,40167,45,0.02,0,9689.47,8531.6,,27067.7,
2024-01-03T22:00:00-06:00,18.28,19.93,19.93,,,,49042.27,37892,44,0.14,0,10320.39,10355,,25585.18,
2024-01-03T23:00:00-06:00,16.68,18.913,18.913,,,,47695.57,36370,43,0.03,0,10075.47,11427.5,,24302.32,
2024-01-04T00:00:00-06:00,17.39,19.662,19.662,,,,46587.42,35773,42,0.03,0,9850.64,9801.7,,23618.32,
2024-01-04T01:00:00-06:00,17.14,20,20,,,,45937.29,35814,41,0.04,0,9313.16,9800.8,,23426.97,
2024-01-04T02:00:00-06:00,17.63,20.963,20.963,,,,45662.09,36380,41,0.04,0,8775.04,9527.9,,23569.75,
2024-01-04T03:00:00-06:00,18.72,21.45,21.45,,,,45991.86,37582,40,0.02,0,7949.16,9208.7,,23729.72,
2024-01-04T04:00:00-06:00,19.44,22.062,22.062,,,,47016.98,38742,40,0.02,0,7988.88,9145,,24281.52,
2024-01-04T05:00:00-06:00,21.47,22.825,22.825,,,,50003.72,40899,40,0.19,0,8288.03,9693.5,,25894.19,
2024-01-04T06:00:00-06:00,29.61,24.575,24.575,,,,54594.4,42627,40,0.07,0,9751.54,10788.1,,26752.28,
2024-01-04T07:00:00-06:00,27.76,21.537,21.537,,,,56906.29,41192,40,126.29,141.1,12835.28,12113.4,,25963.39,
2024-01-04T08:00:00-06:00,21.15,15.53,15.367,,,,57169.57,35986,42,2464.92,2549,15417.72,13520,,23143.9,
2024-01-04T09:00:00-06:00,18.3,14.582,13.18,,,,56787,30051,46,5769.94,5814.5,16566.85,14715.9,,18843.58,
2024-01-04T10:00:00-06:00,17.09,13.775,12.008,,,,55864.37,26512,49,6802.55,7076.1,17321.77,16472.7,,15756.94,
2024-01-04T11:00:00-06:00,16.18,12.355,10.34,,,,54530.93,23855,52,7337.83,7611.3,18111.74,18583.6,,13316.43,
2024-01-04T12:00:00-06:00,12.99,10.567,8.163,,,,53318.24,22688,54,7032.17,7713.8,18643.28,20310.2,,12206.26,
2024-01-04T13:00:00-06:00,11.12,8.983,7.01,,,,52068.08,21675,55,6433.31,7535.9,19675.08,21421.5,,11330,
2024-01-04T14:00:00-06:00,10.9,9.842,9.575,,,,50716.86,21527,56,5638.84,6986.8,19982.17,21735.5,,11259.49,
2024-01-04T15:00:00-06:00,13.17,17.985,18.443,,,,50036.27,25263,56,4370.33,5745.8,17129.48,20937.1,,14793.92,
2024-01-04T16:00:00-06:00,16.73,29.645,29.858,,,,50461.81,31733,55,1952.67,3224.6,13475.83,19003.1,,18168.77,
2024-01-04T17:00:00-06:00,28.49,48.4,48.465,,,,52033.44,37499,53,266,441.7,11064.45,16657.5,,21316.32,
2024-01-04T18:00:00-06:00,23.67,26.38,26.677,,,,54063.46,38717,53,0.22,0.3,11751.45,15540.4,,22131.65,
2024-01-04T19:00:00-06:00,20.14,23.912,24.207,,,,53943.56,37250,52,0.04,0,13147.5,15836,,21060.09,
2024-01-04T20:00:00-06:00,20.47,24.28,24.745,,,,53255.68,35534,52,0.05,0,14177.84,16742.6,,20073.24,
2024-01-04T21:00:00-06:00,18.92,21.79,22.245,,,,51961.2,33694,51,0.03,0,14814.8,17353.6,,19593.98,
2024-01-04T22:00:00-06:00,17.75,19.537,19.805,,,,49679.78,31411,50,0.03,0,15215.27,17442.7,,18595.98,
2024-01-04T23:00:00-06:00,17.39,21.16,21.233,,,,47345.73,30050,50,0.03,0,14625.46,16990.3,,17045.43,
2024-01-05T00:00:00-06:00,16.11,20.633,20.723,,,,44117.85,28533,49,0.03,0,14741.55,16934.3,,16160.86,
2024-01-05T01:00:00-06:00,15.6,19.02,19.182,,,,43022.53,27293,48,0.03,0,15208.67,16323.4,,15458.12,
2024-01-05T02:00:00-06:00,15.39,17.952,18.162,,,,42405.84,26156,48,0.04,0,15943.48,15668.4,,14757.24,
2024-01-05T03:00:00-06:00,16,16.938,17.465,,,,42446.41,25912,48,0.04,0,16291.93,14915.1,,14490.24,
2024-01-05T04:00:00-06:00,17.91,16.465,17.173,,,,43332.21,26492,47,0.04,0,16557.56,13973.6,,15247.73,
2024-01-05T05:00:00-06:00,21.6,16.235,16.538,,,,45653.11,28181,47,0.22,0,16626.72,13033.7,,17321.06,
2024-01-05T06:00:00-06:00,27.8,19.122,19.542,,,,49504.89,31067,46,0.04,0,16538.46,12531.9,,19436.79,
2024-01-05T07:00:00-06:00,27.9,21.18,21.33,,,,51707.92,32614,46,33.73,67,16808.73,12613.8,,19971.63,
2024-01-05T08:00:00-06:00,20.9,19.015,19.015,,,,52252.25,31057,47,2545.38,2274.1,16498.93,12580.6,,19219.85,
2024-01-05T09:00:00-06:00,18.22,17.783,17.905,,,,52080.12,28550,48,7235.61,7073.7,14591.18,11933.4,,17643.88,
2024-01-05T10:00:00-06:00,17.32,16.287,16.495,,,,51419.84,27285,51,8279.42,8826.2,14440.22,11996.1,,16769.37,
2024-01-05T11:00:00-06:00,15.34,15.178,15.705,,,,50642.86,24198,53,9149.24,9491.6,15629.55,13049.4,,13945.77,
2024-01-05T12:00:00-06:00,11.02,3.928,3.49,,,,49831.2,21464,54,8876.3,10796.9,18125.87,14662.5,,11417.64,
2024-01-05T13:00:00-06:00,8.41,0.005,-0.035,,,,49153.81,20542,57,7691.6,10965.3,19138.31,15625.4,,11054.98,
2024-01-05T14:00:00-06:00,6.95,-0.065,-0.112,,,,48314.04,20296,58,7313.69,11127.3,18997.54,15583.7,,11220.11,
2024-01-05T15:00:00-06:00,10.01,-0.007,-0.02,,,,47697.74,20797,58,7713.45,11312.1,17475.56,14579.6,,11938.21,
2024-01-05T16:00:00-06:00,18.3,10.777,10.777,,,,48002.26,24782,57,7672.62,7781.4,13721.49,11869.2,,15502.21,
2024-01-05T17:00:00-06:00,39.03,35.637,35.637,,,,49189.59,36411,53,1339.69,1224,9729.55,8579.8,,24053.07,
2024-01-05T18:00:00-06:00,33.42,25.358,27.19,,,,50873.55,41029,50,0.4,0.3,7949.27,6761.9,,26214.48,
2024-01-05T19:00:00-06:00,30.37,25.717,28.02,,,,50791.19,41200,48,0.12,0,7571.55,6481.4,,26250.24,
2024-01-05T20:00:00-06:00,30.08,27.78,30.52,,,,50332.77,41500,47,0.03,0,6987.22,6219.8,,26450.87,
2024-01-05T21:00:00-06:00,27.76,25.76,27.443,,,,49487,41690,46,0.06,0,6508.6,5806.6,,26581.66,
2024-01-05T22:00:00-06:00,27.87,25.765,27.25,,,,47936.82,40985,45,0.06,0,6408.69,5254.7,,25886.82,
2024-01-05T23:00:00-06:00,26.37,25.31,27.27,,,,46302.1,40455,44,0.06,0,5762.18,4556.2,,25295.8,
2024-01-06T00:00:00-06:00,24.37,23.202,24.773,,,,45096.69,39995,42,0.07,0,5149.75,4175,,25070.72,
2024-01-06T01:00:00-06:00,21.92,23.16,24.043,,,,44217.77,40087,41,0.07,0,4644.81,3828.8,,25103.12,
2024-01-06T02:00:00-06:00,21.42,28.575,28.693,,,,43601.14,40249,40,0.07,0,4367.09,3967.5,,24953.18,
2024-01-06T03:00:00-06:00,22.69,28.095,28.14,,,,43742.85,40943,39,0.07,0,4018.79,4081,,25423.38,
2024-01-06T04:00:00-06:00,24.32,31.768,31.992,,,,44339.81,42044,39,0.08,0,3772.54,3882.3,,26126.6,
2024-01-06T05:00:00-06:00,28.98,39.515,39.558,,,,45807.9,43354,39,0.36,0,3771.83,3631.9,,27098.84,
2024-01-06T06:00:00-06:00,42.1,51.32,51.32,,,,48103.36,45485,38,0.22,0,3393.3,3515.3,,28545.66,
2024-01-06T07:00:00-06:00,45.07,79.755,79.755,,,,50106.1,46847,38,209.98,171.7,3410.27,3526.8,,29225.64,
2024-01-06T08:00:00-06:00,32.37,35.39,35.39,,,,51446.42,43880,42,4132.4,3938.7,3232.47,3462.1,,27500.97,
2024-01-06T09:00:00-06:00,19.96,22.3,22.3,,,,51007.23,38440,46,9498.42,9664.8,2680.13,2921.1,,23607.32,
2024-01-06T10:00:00-06:00,18.62,21.248,21.492,,,,49678.94,36028,49,10396.26,11173.2,3149.96,2591.8,,21895.81,
2024-01-06T11:00:00-06:00,18.19,21.697,23.188,,,,48052.63,33508,51,10453.66,11297.9,4104.69,2900.3,,20388.13,
2024-01-06T12:00:00-06:00,15.39,17.928,18.505,,,,46383.48,30487,53,10972.05,11273.5,5097.34,3432.8,,19311.39,
2024-01-06T13:00:00-06:00,14.75,15.125,15.345,,,,44796.7,28360,55,11159.22,11399.7,5555.17,3967.7,,17962.02,
2024-01-06T14:00:00-06:00,14.07,12.922,12.983,,,,43508.64,26409,56,11468.99,11551.3,6737.35,4712.1,,15857.47,
2024-01-06T15:00:00-06:00,14.47,11.148,11.148,,,,42844.38,25503,57,11330.38,11170.1,7775.88,5651.5,,14989.84,
2024-01-06T16:00:00-06:00,19.52,15.7,15.902,,,,43144.72,28500,56,7715.24,7567.2,8386.52,6088.1,,18175.76,
2024-01-06T17:00:00-06:00,36.06,38.488,38.488,,,,44829.06,37398,52,1289.49,1203.2,7210.37,5562.6,,24018.92,
2024-01-06T18:00:00-06:00,32.49,45.055,45.055,,,,47023.02,42012,50,0.65,0.4,5911.51,4551.1,,26058.23,
2024-01-06T19:00:00-06:00,34.54,61.672,61.672,,,,47257.59,43305,47,0.24,0,4895.42,4228,,26890.56,
2024-01-06T20:00:00-06:00,33.37,37.977,38.02,,,,47049.34,43203,46,0.02,0,5322.85,4076.2,,26948.82,
2024-01-06T21:00:00-06:00,26.8,33.35,34.075,,,,46645.31,42452,44,0.02,0,5739.91,4425.2,,26347.6,
2024-01-06T22:00:00-06:00,25.93,38.155,38.635,,,,45956.9,41560,42,0.02,0,6015.97,5503.1,,25195.94,
2024-01-06T23:00:00-06:00,23.12,37.68,37.427,,,,45163.99,40641,41,0.01,0,6164.06,6847.6,,24177.47,
2024-01-07T00:00:00-06:00,30.27,68.935,68.33,,,,45292.13,39459,40,0.04,0,6041.23,7652.5,,22864.07,
2024-01-07T01:00:00-06:00,29.49,71.08,70.813,,,,44797.3,38919,40,0.03,0,6262.11,7864.2,,22760.57,
2024-01-07T02:00:00-06:00,29.28,54.763,54.763,,,,44747.81,38829,38,0.01,0,6755.61,7989.1,,22605.62,
2024-01-07T03:00:00-06:00,24.54,90.867,90.867,,,,45134.67,38595,38,0.02,0,7275.8,8927.8,,22338.92,
2024-01-07T04:00:00-06:00,26.43,57.873,57.873,,,,45995.22,38815,37,0.02,0,7926.69,10236.5,,22258.65,
2024-01-07T05:00:00-06:00,24.78,82.677,82.677,,,,47700.4,38760,36,0.04,0,9355.89,12114,,21953.25,
2024-01-07T06:00:00-06:00,22.53,33.96,33.96,,,,50207.55,38065,36,0.01,0,11761.2,14910.4,,21541.1,
2024-01-07T07:00:00-06:00,21.75,25.43,25.988,,,,52119.71,35827,36,162.12,177.6,15387.78,18103.1,,19984.23,
2024-01-07T08:00:00-06:00,18.89,13.707,13.112,,,,52741.32,27807,42,4279.42,4151,19757.28,20617.5,,14208.65,
2024-01-07T09:00:00-06:00,16.19,16.978,14.51,,,,51313.72,21324,48,8679.48,10968,19871.9,21168,,10274.41,
2024-01-07T10:00:00-06:00,12.7,15.988,13.645,,,,48962.98,19166,53,9135.98,12589.5,19608.42,21273.8,,8737.61,
2024-01-07T11:00:00-06:00,6.38,6.565,5.192,,,,46807.98,16834,57,7832.82,12500.9,21763.7,23331.7,,6769.17,
2024-01-07T12:00:00-06:00,3.36,0.133,-0.485,,,,45002.76,14999,59,6585.68,12109.2,23812.72,26541.8,,5653.98,
2024-01-07T13:00:00-06:00,1.42,-0.702,-1.282,,,,43454.33,14642,61,4838.44,12086.3,24973.09,28849.9,,5646.62,
2024-01-07T14:00:00-06:00,0.9,-4.23,-4.53,,,,42289.93,14601,61,4252.76,12306.2,24929.35,30345,,5643.83,
2024-01-07T15:00:00-06:00,1.49,-2.248,-2.943,,,,41775.4,14703,61,3996.69,11440.6,24894.91,31351.9,,5669.24,
2024-01-07T16:00:00-06:00,4.13,12.545,9.945,,,,41984.55,15657,59,3086.74,7695.9,25418.52,31779.3,,6361.16,
2024-01-07T17:00:00-06:00,11.61,22.023,18.907,,,,43822.8,19260,57,550.64,1205.7,26337.9,31899,,7619.63,
2024-01-07T18:00:00-06:00,15.83,22.463,20.365,,,,46804.97,21515,55,0.61,0.5,27101.53,32270.5,,8004.29,
2024-01-07T19:00:00-06:00,16.08,22.38,20.828,,,,47692.12,22147,55,0.63,0,26821.04,32602.9,,8084.52,
2024-01-07T20:00:00-06:00,15.17,21.918,20.56,,,,47892.18,21876,53,0.64,0,26855.24,32539,,7960.9,
2024-01-07T21:00:00-06:00,15.44,21.01,20.07,,,,47269.1,21020,53,0.43,0,26852.4,32223.2,,7891.58,
2024-01-07T22:00:00-06:00,8.18,18.202,17.758,,,,45187.16,19170,53,0.39,0,26598.12,31882.7,,7106.55,
2024-01-07T23:00:00-06:00,5.57,14.723,14.005,,,,42738.09,17416,52,0.26,0,26543.46,31622.1,,6370.18,
2024-01-08T00:00:00-06:00,3.77,13.225,11.595,,,,41435.51,16184,52,0.23,0,26234.41,29937.2,,6157.58,
2024-01-08T01:00:00-06:00,1.78,6.752,5.748,,,,40114.07,15538,52,0.17,0,26297.06,30693.6,,5715.75,
2024-01-08T02:00:00-06:00,1.36,1.26,0.922,,,,39354.24,15385,53,0.18,0,26155.27,31779.4,,5710.58,
2024-01-08T03:00:00-06:00,1.8,7.29,5.965,,,,39367.12,15592,53,0.16,0,26017.67,32204.6,,5940.41,
2024-01-08T04:00:00-06:00,3.89,13.928,11.78,,,,40352.39,16190,54,0.24,0,25967.89,31936.6,,6494.71,
2024-01-08T05:00:00-06:00,9.44,19.585,17.005,,,,42650.03,17933,54,0.58,0,26051.94,31510.2,,7643.25,
2024-01-08T06:00:00-06:00,18.64,25.103,22.56,,,,46315.82,20498,54,0.51,0,26239.19,31112.9,,8612.43,
2024-01-08T07:00:00-06:00,24.39,20.965,19.182,,,,48462.72,21915,54,16.66,34.6,26120.92,30653.7,,8712.92,
2024-01-08T08:00:00-06:00,18.91,21.445,19.162,,,,49041.09,21748,55,724.87,1695.3,25774.4,30233.6,,8276.66,
2024-01-08T09:00:00-06:00,14.01,21.503,18.503,,,,49540.95,21072,57,2172.48,5443.4,25299.83,30195.4,,7661.54,
2024-01-08T10:00:00-06:00,13.24,21.05,17.677,,,,49681.73,20579,59,2749.21,6687.9,25327.73,30486.8,,7575.92,
2024-01-08T11:00:00-06:00,13.01,21.148,17.985,,,,49955.7,20367,59,3473.32,7255.5,25163.34,30569.9,,7665.93,
2024-01-08T12:00:00-06:00,11.79,21.648,18.468,,,,50115.24,20880,58,3088.33,8010.9,25047.83,30355.7,,7657.12,
2024-01-08T13:00:00-06:00,11.36,21.273,17.857,,,,50083.49,20709,58,2916.84,8146,25003.86,30000.9,,7732.27,
2024-01-08T14:00:00-06:00,10.91,20.765,17.477,,,,49618.9,20739,59,3229.41,8338.9,24403.98,29358.2,,7955.81,
2024-01-08T15:00:00-06:00,11.33,20.967,17.68,,,,49001.94,20847,58,3434.76,8831.6,23996.15,28334.5,,8093.36,
2024-01-08T16:00:00-06:00,14.77,22.135,18.588,,,,48912.4,22126,55,2126.18,6723.9,24338.02,27672.6,,8663.44,
2024-01-08T17:00:00-06:00,25.46,29.93,26.7,,,,49954.48,23438,53,425.83,1229.6,25900.13,27754.6,,9723.63,
2024-01-08T18:00:00-06:00,28.9,26.222,26.653,,,,51858.42,25037,52,16.67,0.7,26175.56,28320.1,,10550.81,
2024-01-08T19:00:00-06:00,20.32,27.215,27.31,,,,51805.36,24938,52,16.42,0,26192.81,28540.7,,10094.54,
2024-01-08T20:00:00-06:00,17.77,35.69,36.333,,,,51173.14,25363,50,3.45,0,25749.91,28615.9,,10056.78,
