Timestamp,ERCOT - Price - Load Zone: LZ_HOUSTON - ISO: Actual - DA LMP - Latest (Now),ERCOT - Price - Load Zone: LZ_HOUSTON - ISO: Actual - RT SPP (15 min) - Latest (Now),ERCOT - Price - Hub: HB_BUSAVG - ISO: Actual - RT SPP (15 min) - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Dispatchable Outages (Planned) - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Dispatchable Outages (Unplanned) - Latest (Now),ERCOT - Load - System Wide - ISO: Actual - Load - Latest (Now),ERCOT - Load - System Wide - ISO: Forecast - Load - Prior Day (Rolling),ERCOT - Load - System Wide - ENV: Actual - Net Load - Latest (Now),ERCOT - Load - System Wide - ENV: Actual - Temperature - Latest (Now),ERCOT - Generation - Solar - System Wide - ISO: Actual - Generation - Latest (Now),ERCOT - Generation - Solar - System Wide - ISO: Forecast - Generation (STPF) - Prior Day (Rolling),ERCOT - Generation - Wind - System Wide - ISO: Actual - Generation (5 min) - Latest (Now),ERCOT - Generation - Wind - System Wide - ISO: Forecast - Generation (STPF) - Prior Day (Rolling),ERCOT - Grid Conditions - System Wide - ISO: Actual - PRC - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Fuel Mix (Natural Gas) - Latest (Now),ERCOT - Grid Conditions - System Wide - ISO: Actual - Energy Storage Resources (Net Output) - Latest (Now)
2025-01-02T00:00:00-06:00,20.14,19.842,19.827,403,8556.5,,46268.4,28311,43,0.71,0,17267.46,17488.8,,15974.97,
2025-01-02T01:00:00-06:00,17.9,18.985,18.985,403,8424,,45710.83,27101,42,0.73,0,18286.6,19197.1,,15576.18,
2025-01-02T02:00:00-06:00,16.69,18.92,18.918,403,8304,,45510.22,27090,42,0.76,0,18307.64,20151.5,,15602.25,
2025-01-02T03:00:00-06:00,17.02,19.287,19.282,403,8224,,45502.92,27345,42,0.78,0,18025.5,20271,,15798.99,
2025-01-02T04:00:00-06:00,18.21,20.33,20.32,403,8224,,46024.4,27786,42,0.78,0,18047.61,19837.7,,16102.74,
2025-01-02T05:00:00-06:00,23.28,21.123,21.118,403,8224,,47914.64,29166,42,0.79,0,18227.38,19278.9,,16850.18,
2025-01-02T06:00:00-06:00,23.65,24.553,24.543,401.42,8282.17,,50307.67,32158,41,0.79,0,17475.42,18749.4,,17934.74,
2025-01-02T07:00:00-06:00,26.79,23.923,23.912,384,8477.33,,51888.82,34225,42,171.09,227.3,17118.46,18128.1,,18187.73,
2025-01-02T08:00:00-06:00,22.77,21.718,21.713,384,8679.67,,52535.33,31801,46,4445.49,4903.3,15987.76,17002.3,,17471.21,
2025-01-02T09:00:00-06:00,20.44,20.835,20.35,384,8486.83,,52705.91,28777,50,10794.93,12083,12228.12,13448.3,,16239.48,
2025-01-02T10:00:00-06:00,19.54,23.153,23.148,384,8379.17,,51581.21,30091,54,12375.01,14317.2,8746.63,9446.2,,16989.85,
2025-01-02T11:00:00-06:00,19.67,23.053,23.115,384,8489.33,,50140.97,30169,57,12668.92,14532.3,6919.83,7395.3,,16837.49,
2025-01-02T12:00:00-06:00,20.08,23.61,23.61,384,7984.33,,49189.81,30692,60,12334.16,14124,5708.46,5804.2,,16901.77,
2025-01-02T13:00:00-06:00,20.13,27.575,27.575,384,7878.58,,48579.72,31870,61,12063.04,14345.2,4467.3,4317.4,,17649.73,
2025-01-02T14:00:00-06:00,20.81,27.005,27.005,384,7766.92,,48141.12,32588,62,12452.68,14372.7,3342.44,3146,,18284.26,
2025-01-02T15:00:00-06:00,20.6,24.392,24.392,393.5,8777.83,,47789.33,34142,63,11526.53,14125.1,2572.04,2439.8,,19636.27,
2025-01-02T16:00:00-06:00,25.28,27.455,27.455,403,9111,,47803.02,37737,62,7625.15,8554.3,2465.91,2185,,23034.61,
2025-01-02T17:00:00-06:00,38.62,43.738,43.923,403,8999.83,,48603.28,45010,58,1190.25,1156.1,2519.19,2601,,26461.52,
2025-01-02T18:00:00-06:00,33.83,42.332,42.855,403,8716.33,,50090.46,46729,56,0.59,0,2971.97,3950.3,,27630.09,
2025-01-02T19:00:00-06:00,30.48,41.415,42.13,403,8660.5,,50142.47,45440,55,0.61,0,3938.19,6053.3,,27917.26,
2025-01-02T20:00:00-06:00,27.66,35.142,34.985,403,8118.5,,49760.19,43851,54,0.62,0,5441.13,7938.3,,27351.08,
2025-01-02T21:00:00-06:00,23.67,27.6,26.385,403,8175.67,,48793.14,41612,53,0.73,0,6868.26,9273.3,,25724.04,
2025-01-02T22:00:00-06:00,22.75,25.55,24.43,403,8138.17,,47201.24,39880,52,0.73,0,7291.1,9993.5,,24398.62,
2025-01-02T23:00:00-06:00,21.57,23.41,22.82,403,8049,,45513.5,38266,52,0.76,0,7744.64,10062.9,,23347.13,
2025-01-03T00:00:00-06:00,24.27,23.185,22.758,403,8129,,43436.03,37468,51,0.79,0,7430.4,7476.6,,22767.98,
2025-01-03T01:00:00-06:00,22.45,22.75,22.77,403,8169,,43022.28,36750,50,0.79,0,7672.78,7190.1,,22295.32,
2025-01-03T02:00:00-06:00,22.31,22.177,22.085,403,8265.67,,42998.44,36304,49,0.79,0,7906.79,7008.1,,22105.59,
2025-01-03T03:00:00-06:00,22.99,21.995,21.575,403,8220.83,,43195.31,36210,49,0.79,0,7259.08,6736,,22256.32,
2025-01-03T04:00:00-06:00,23.36,21.942,21.415,403,8126.67,,44032.54,36336,49,0.81,0,7256.6,6123.5,,22485.74,
2025-01-03T05:00:00-06:00,28.18,22.355,21.965,403,7820.08,,46248.92,37323,49,0.82,0,7594.22,5599.3,,23083.49,
2025-01-03T06:00:00-06:00,34.73,24.115,23.987,401.42,7604.92,,49602.04,39717,48,0.82,0,7316.87,5151.6,,24212.12,
2025-01-03T07:00:00-06:00,40.12,24.558,24.578,384,7800.33,,51332.37,41901,48,118.98,223,6638.22,4475.1,,24323.42,
2025-01-03T08:00:00-06:00,30.68,24.668,24.668,384,7932.42,,51352.76,40141,51,3749.88,4612,5257.87,3505.8,,23815.25,
2025-01-03T09:00:00-06:00,24.56,21.61,21.68,382.42,8105.42,,50702.62,35921,54,10439.41,11797.3,2639.53,2346.9,,22166.18,
2025-01-03T10:00:00-06:00,23.05,22.36,22.382,384,7664.5,,49641.64,33812,58,12971.45,14113.5,1712.93,1719.5,,20252.03,
2025-01-03T11:00:00-06:00,20.81,22.907,22.97,384,7669,,48575.34,32565,61,13424.49,14566.7,2192,1929.5,,18721.25,
2025-01-03T12:00:00-06:00,19.04,21.685,21.685,384,7669.5,,47446.42,30964,63,13482.06,14605.9,3179.51,2653.4,,17442.82,
2025-01-03T13:00:00-06:00,17.39,19.677,19.71,384,7718.5,,46499.45,28588,64,14129.19,14551.4,4572.7,3747.8,,15849.59,
2025-01-03T14:00:00-06:00,15.74,18.965,19.02,387.17,7452.5,,45709.49,27583,66,14608.04,14265.4,5586.4,4995.8,,15081.57,
2025-01-03T15:00:00-06:00,15.96,16.505,16.505,403,7392.5,,45406.8,26253,66,14398.03,13269.4,6361.54,6256.4,,13912.34,
2025-01-03T16:00:00-06:00,22.96,26.628,26.705,403,7470.83,,45480.46,30877,65,8624.51,8202.7,7121.67,7409.6,,17092.33,
2025-01-03T17:00:00-06:00,34.33,37.073,37.075,403,7249.58,,46909.06,38563,62,1200.61,1124.9,7591.57,8992.2,,19790.68,
2025-01-03T18:00:00-06:00,27.59,34.482,34.482,403,6925,,48221.35,38728,60,0.6,0.1,9692.15,12057.7,,20172.04,
2025-01-03T19:00:00-06:00,20.69,30.973,30.973,403,6804.5,,47720.3,35396,59,0.5,0,12726.44,16128.1,,18350.28,
2025-01-03T20:00:00-06:00,17.87,22.437,22.523,403,6791,,47105.59,31371,58,0.5,0,16111.83,19675.8,,15944.1,
2025-01-03T21:00:00-06:00,15.27,20.303,20.675,403,6848.92,,46040.9,28097,57,0.53,0,18642.76,21839.1,,14210.23,
2025-01-03T22:00:00-06:00,14.4,20.243,20.608,403,7176.67,,44921.6,26097,57,0.62,0,19423.57,23110.6,,13319.32,
2025-01-03T23:00:00-06:00,9.57,18.64,19.267,403,7138.33,,43749.31,24296,57,0.6,0,19586.89,23823.6,,11769.06,
2025-01-04T00:00:00-06:00,9.15,15.615,17.05,403,7138.33,,44091.48,22961,57,0.61,0,19326.88,22716.9,,10687.3,
2025-01-04T01:00:00-06:00,5.42,16.16,17.315,403,7105,,43359.96,22546,57,0.61,0,18744.88,22487.2,,10743.89,
2025-01-04T02:00:00-06:00,5.35,14.995,16.143,403,7105,,43341.88,21829,57,0.63,0,18789.92,22286.7,,10344.03,
2025-01-04T03:00:00-06:00,6.08,15.58,16.742,403,7105,,43585.94,21794,56,0.66,0,18159.81,21907.3,,10486.52,
2025-01-04T04:00:00-06:00,7.47,15.745,16.915,403,7072.5,,44212.61,22232,56,0.7,0,17650.42,21520.7,,10735.67,
2025-01-04T05:00:00-06:00,10.21,17.532,18.79,403,7178.83,,45341.91,23036,56,0.71,0,17473.31,21385.6,,10989.07,
2025-01-04T06:00:00-06:00,10.51,18.575,19.878,403,7663.5,,47371.75,23546,56,0.67,0,17854.7,21513.1,,11254.86,
2025-01-04T07:00:00-06:00,12.8,16.197,17.378,403,7782.75,,48776.53,23845,57,81.45,124,18587.81,21652.8,,11004.37,
2025-01-04T08:00:00-06:00,13.9,16.763,17.195,403,7924,,49637.87,23059,57,1667.31,2319.2,18909.9,21880.5,,11343.01,
2025-01-04T09:00:00-06:00,12.56,4.645,4.4,403,7994.83,,51036.55,20858,60,5403.57,5908,19209.59,22757.1,,10085.27,
2025-01-04T10:00:00-06:00,7.15,0.07,-0.01,403,7987,,50994,19533,61,7522.53,8278,20210.39,24497,,9579.4,
2025-01-04T11:00:00-06:00,4.06,-2.72,-2.71,403,7896.33,,50763.24,18814,64,7016.82,9901.2,22373.48,26150.3,,9336.08,
2025-01-04T12:00:00-06:00,1.59,-4.4,-4.35,403,7349.5,,50212.63,18845,66,5960.22,11161.3,22974.52,27331.3,,9312.13,
2025-01-04T13:00:00-06:00,1.48,-12.938,-12.655,403,7347,,49676.47,18770,68,5644.65,11190.5,23380.78,28433,,9291.78,
2025-01-04T14:00:00-06:00,1.96,-16.228,-15.878,403,7343.67,,50065.05,18653,69,4729.61,10058.9,23941.19,29365.1,,9288.69,
2025-01-04T15:00:00-06:00,2.28,-18.172,-17.775,403,7342,,50850.59,18931,70,3631.47,8831,24433.76,29978.7,,9443.22,
2025-01-04T16:00:00-06:00,4.59,-9.595,-9.493,403,7275.75,,50257.04,19275,69,2832.27,5572.7,24720.75,30142.8,,9710.37,
2025-01-04T17:00:00-06:00,10.46,0.943,1.4,403,7300,,50343.62,19968,68,810.97,875.7,26734.84,30472.5,,10032.14,
2025-01-04T18:00:00-06:00,10.56,2.735,3.035,403,7300,,51238.58,20719,67,1.5,0.3,27782.47,31097,,10501.77,
2025-01-04T19:00:00-06:00,9.03,-1.27,-0.735,403,7298.92,,50310.67,20097,66,1.25,0,28046.98,32213.8,,10299.95,
2025-01-04T20:00:00-06:00,7.62,-3.405,-2.565,403,7506.67,,49235.04,19586,65,1.11,0,27880.48,32905.2,,9872.22,
2025-01-04T21:00:00-06:00,6.7,-4.372,-3.638,403,7338.67,,47915.58,19563,64,0.88,0,27126.93,33412.5,,9890.25,
2025-01-04T22:00:00-06:00,2.54,-17.898,-17.3,403,7192,,46563.01,19538,64,0.66,0,25857.89,33684.5,,9853.47,
2025-01-04T23:00:00-06:00,1.03,-29.372,-29.168,403,6780,,45598.58,19564,64,0.65,0,24420.22,33605.7,,9875.15,
2025-01-05T00:00:00-06:00,0.67,-31.79,-31.64,403,6031.83,,43244.91,19152,64,0.68,0,23007.32,33858.8,,9873.89,
2025-01-05T01:00:00-06:00,0.1,-31.932,-31.675,403,6497,,42568.14,18826,64,0.62,0,22325.51,33288,,9647.83,
2025-01-05T02:00:00-06:00,-0.1,-32.205,-31.205,403,6629.5,,42616.37,18850,63,0.61,0,21459.96,32754.6,,9645.98,
2025-01-05T03:00:00-06:00,-0.03,-31.55,-30.065,403,6457,,42524.1,18869,63,0.67,0,20759.98,31966.6,,9679.68,
2025-01-05T04:00:00-06:00,0.28,-31.487,-31.063,403,6508.17,,42717.44,18940,62,0.67,0,20235.57,30669.6,,9657.96,
2025-01-05T05:00:00-06:00,1.57,-31.852,-31.62,403,6766.5,,43389.09,19048,62,0.68,0,20435.62,29598.9,,9732.46,
2025-01-05T06:00:00-06:00,4.91,-28.078,-27.108,403,6885,,44849.95,19116,61,0.63,0,21400.91,29060.6,,9737.87,
2025-01-05T07:00:00-06:00,7.14,-25.172,-24.49,403,6844.92,,46152.04,19455,58,74.7,194.4,21893.09,28500.7,,9927.36,
2025-01-05T08:00:00-06:00,1.84,-22.403,-21.718,403,6890.75,,47602.14,19600,57,1868.78,4410.9,21665.22,27981.7,,10052.48,
2025-01-05T09:00:00-06:00,1.78,-27.787,-27.443,403,6902.5,,50091.99,19454,57,3423.2,11748.3,22063.84,27957.4,,9945.57,
2025-01-05T10:00:00-06:00,2.33,-26.685,-26.343,403,6807.42,,50672.12,19450,58,4797.5,14389.9,21913.09,28377.2,,9822.3,
2025-01-05T11:00:00-06:00,3.18,-21.81,-21.527,403,6758.33,,51245.38,19459,59,5894.25,15248.4,21611.26,27861.3,,9833.43,
2025-01-05T12:00:00-06:00,2.78,-10.477,-10.435,403,6704.08,,51553.4,19603,59,7033.01,15813.4,21399.89,26388.3,,9941.58,
2025-01-05T13:00:00-06:00,2.59,-6.488,-6.46,403,6671.5,,51705.31,20143,59,7905.21,16249,20624.81,24937.4,,10267.55,
2025-01-05T14:00:00-06:00,1.84,-10.337,-10.265,403,6812.92,,52381.38,21093,58,7999.69,16868.3,19999.02,23582.3,,10955.93,
2025-01-05T15:00:00-06:00,2.52,-17.49,-17.39,403,7127.67,,52582.13,21664,55,7496.83,16812.1,20279.77,22501.2,,11550.38,
2025-01-05T16:00:00-06:00,8.98,-7.002,-6.99,403,7319,,51879.05,22716,52,5544.02,10804.4,21868.59,21975.9,,12301.5,
2025-01-05T17:00:00-06:00,22.92,14.48,13.838,403,7260.17,,52429.99,26681,48,1348.54,1576.8,24378.33,21612.8,,14956.07,
2025-01-05T18:00:00-06:00,22.89,19.94,19.93,403,6924.08,,54395.2,31077,45,1.06,0.3,24233.06,21993.2,,17806.43,
2025-01-05T19:00:00-06:00,22.4,19.622,19.46,403,6898.67,,54398.78,31184,42,0.91,0,25378.18,22775.1,,17948.14,
2025-01-05T20:00:00-06:00,22.13,17.077,17.565,403,6229.5,,54351.63,30826,40,0.93,0,26368.02,23282.7,,18023.6,
2025-01-05T21:00:00-06:00,21.36,15.458,15.99,403,5860,,53938.23,30625,38,0.73,0,26819.9,23478,,18307.72,
2025-01-05T22:00:00-06:00,21.22,18.017,18.682,403,6376.33,,53270.62,31696,36,0.68,0,24962.63,23353.6,,19363.97,
2025-01-05T23:00:00-06:00,20.84,17.898,18.487,403.75,6812.17,,53279.2,33259,34,0.62,0,22771.92,22769.2,,20199.36,-190.86
2025-01-06T00:00:00-06:00,20.82,18.42,19.752,412,7661.83,,52275.74,34351,32,0.59,0,21231.99,20829,,21163.26,-176.52
2025-01-06T01:00:00-06:00,21.99,18.715,20.182,412,7993.33,,52289.77,35603,31,0.58,0,20009.89,19622.5,,22191.61,-35.4
2025-01-06T02:00:00-06:00,22.15,19.935,21.582,412,8512,,52844.18,37701,30,0.57,0,18135.91,18641,,23946.68,-50.56
2025-01-06T03:00:00-06:00,22.96,20.355,22.41,412,8749.83,,54046.31,39581,29,0.58,0,17103.75,17668.6,,25206,-34.72
2025-01-06T04:00:00-06:00,27.27,22.428,24.568,412,8623.5,,56470.64,41897,28,0.71,0,16595.28,16334.9,,26722.35,-27.55
2025-01-06T05:00:00-06:00,35.2,25.4,27.86,412,8687.17,,60680.57,45362,27,0.7,0,15887.81,14712.5,,29396.15,13.04
2025-01-06T06:00:00-06:00,68.78,28.473,29.995,412,8357.67,,66362.08,49487,26,0.7,0,15718.13,13029.9,,32246.84,699.79
2025-01-06T07:00:00-06:00,86.3,29.962,30.733,412.25,8249.67,,69697.32,52974,27,442.96,447.6,14377.96,11117.1,,34001.02,2417.91
2025-01-06T08:00:00-06:00,37.62,21.033,22.59,423.33,8105.75,,69962.48,47257,29,8917.03,8003.5,11875.58,9524.8,,30482.82,426.7
2025-01-06T09:00:00-06:00,23.51,13.89,15.645,515,8147.75,,68835.17,37568,32,19382.38,18606.8,10204.41,8199.1,,23777.08,-922.66
2025-01-06T10:00:00-06:00,22.37,18.238,18.683,515,7786.67,,66942.79,36337,36,20958.22,20519,7788.4,6621.8,,23479.47,-780.74
2025-01-06T11:00:00-06:00,22.19,18.808,19.727,515,7723.83,,64549.37,36927,38,20054.44,19767.5,6144.82,5185,,24786.34,-907.26
2025-01-06T12:00:00-06:00,21.82,17.343,18.807,511.67,7129.5,,62198.75,36218,41,19083.09,18810.3,5349.83,4254.2,,24303.6,-636.88
2025-01-06T13:00:00-06:00,20.75,18.388,19.085,505,7228,,60329.07,35489,43,18971.53,19101.4,4622.93,3625.3,,23642.53,-873.49
2025-01-06T14:00:00-06:00,20.53,16.595,17.08,505,7228,,58688.31,34528,44,18893.41,19927.8,3982.51,3164.6,,22705.52,-765.94
2025-01-06T15:00:00-06:00,20.4,15.66,16.185,505,7294.83,,57831.73,34054,44,18625.78,19573.3,3627.96,2955.2,,22315.4,-325.45
2025-01-06T16:00:00-06:00,26.97,25.545,27.917,504.75,7010.5,,58293.44,41598,43,11526.69,11955.4,3605.32,3040.8,,28545.52,199.07
2025-01-06T17:00:00-06:00,44.93,46.47,58.688,502,6896,,60696.97,53919,40,1394.01,1606.7,3880.17,3393.3,,36587.69,1334.59
2025-01-06T18:00:00-06:00,59.85,36.398,42.59,502,7180,,64486.76,57447,39,0.7,0.4,5144.44,3905.4,,38936.81,1054.6
2025-01-06T19:00:00-06:00,54.71,36.282,38.77,502,7251.17,,65456.34,57177,37,0.47,0,6689.57,4849.2,,38915.1,680.93
2025-01-06T20:00:00-06:00,51,37.278,37.775,502,7218,,65582.32,56491,36,0.48,0,7681.79,5613.9,,38625.49,479.42
2025-01-06T21:00:00-06:00,40.62,36.338,38.23,502,7258.33,,64612.13,55816,35,0.49,0,7815.92,6304.8,,38387.06,-47.2
2025-01-06T22:00:00-06:00,34.54,34.025,36.168,502,7314.33,,62480.45,53512,35,0.51,0,8520.16,7073.5,,36138.76,-254.95
2025-01-06T23:00:00-06:00,31.28,34.49,37.728,502,7867.92,60528,60503.38,52320,34,0.5,0,8817.17,7583.1,,35115.24,-1106.33
2025-01-07T00:00:00-06:00,35.79,35.222,39.125,502,7567.58,59846.5,60268.47,51330,33,0.51,0,8580.8,7083.3,10124.95,34056.66,-732.92
2025-01-07T01:00:00-06:00,35.93,36.342,41.532,502,7673.17,59279.08,60309.41,51137,32,0.51,0,8195.65,6781.4,10072.76,33936.68,-847.78
2025-01-07T02:00:00-06:00,36.06,35.552,39.63,502,7969.67,59162.83,60825.13,51083,31,0.57,0,8063.5,6525.2,10295.85,34280.22,-460.95
2025-01-07T03:00:00-06:00,37.5,35.82,39.345,502,7922.33,59667.67,61622.71,52037,31,0.52,0,7581.07,6401.8,10376.2,35098.48,-155.23
2025-01-07T04:00:00-06:00,40.12,40.01,44.16,502,8019.67,61265.33,63341.71,53710,30,0.52,0,7408.96,6568.3,9899.88,36579.84,146.66
2025-01-07T05:00:00-06:00,47.4,44.102,47.327,502,8051,63999.42,66617.01,55571,30,0.56,0,8211.4,6966.7,9856.54,38403.76,263.59
2025-01-07T06:00:00-06:00,80.87,46.99,48.097,510.33,7516.83,67749.83,71033.27,58987,30,0.52,0,8521.11,7378.3,9380.53,40667.9,1279.02
2025-01-07T07:00:00-06:00,87.1,41.27,42.148,602.25,7244.5,68948.08,73229.32,59773,29,401.7,389.3,8766.47,7397.9,8624.34,40317,2354.74
2025-01-07T08:00:00-06:00,46.62,31.332,32.267,605,7481.42,67867.58,72570.39,53273,31,7251.13,6555.9,7447.24,6804.7,10572.81,35655.36,687.2
2025-01-07T09:00:00-06:00,30.07,24.912,25.115,605,6920.75,66203.08,70270.11,43830,34,16354.38,14491.2,6155.77,5966.9,13257.18,28172.27,-609.5
2025-01-07T10:00:00-06:00,27.72,22,21.965,605,7099.83,63463.08,67160.5,39049,36,19213.61,16880.9,5408.3,5452.4,14831.68,24814.75,-626.3
2025-01-07T11:00:00-06:00,24.96,21.412,21.397,605,7050.58,60880.17,64093.28,37388,39,18564.35,17158.3,5063.07,5268.8,15174.32,23551.81,-618.33
2025-01-07T12:00:00-06:00,24.74,20.64,20.62,605,6952.17,58868.17,61341.87,35724,41,17905.28,17051.7,5341.36,5419.8,15641.72,22515.71,-824.59
2025-01-07T13:00:00-06:00,22.85,19.88,19.852,605,7056.33,57978.25,59179.53,34157,43,17523.14,17180.3,6363.21,6038.5,16036.49,21668.1,-1475.81
2025-01-07T14:00:00-06:00,20.96,8.827,8.772,605,7059.92,57261.42,57499.49,32353,44,17136.2,17375,7796.91,7214.9,16371.14,20527.17,-1901.11
2025-01-07T15:00:00-06:00,19.05,1.772,1.705,605,6866.58,56062.92,56645.66,31108,44,15721.46,15889.9,9284.55,8914.6,16922.86,20331.28,-878.36
2025-01-07T16:00:00-06:00,24.19,21.405,21.27,604.75,6378.67,56615.83,57233.38,35591,43,9000.88,9825.4,11904.02,10970.3,15835.33,23864.67,-27.6
2025-01-07T17:00:00-06:00,33.06,28.567,28.495,602,6438.33,59753.67,59761.19,45601,41,1117.73,1386.1,12754.26,12610.6,12296.71,29551.16,1111.43
2025-01-07T18:00:00-06:00,36.43,30.072,29.975,593.67,6590,62722.08,62979.37,49665,39,1.11,0.3,12954.33,13796.6,10730.48,31979.67,1190.06
2025-01-07T19:00:00-06:00,34.65,31.737,32.047,502,6618,63502.83,63442.5,49296,39,0.63,0,14153.6,14791,11088.28,32263.41,165.71
2025-01-07T20:00:00-06:00,33.44,31.735,31.713,502,6710.83,63403.58,63077.52,48938,38,0.6,0,14539.51,15483.4,11310.02,31993.58,-172.78
2025-01-07T21:00:00-06:00,31.84,29.695,29.752,502,6721.17,62524.42,62094.27,47873,38,0.61,0,14744.09,16107.6,11628.25,31170.73,-443.86
2025-01-07T22:00:00-06:00,28.59,27.217,27.43,502,6684,60470.25,60768.17,45862,37,0.6,0,14731.18,16618.9,12396.39,29330.92,-307.52
2025-01-07T23:00:00-06:00,28.43,25.83,26.22,502,6735.25,58940.55,59669.75,44336,36,0.56,0,14713.54,16598.9,12747.97,27770.27,-318.94
2025-01-08T00:00:00-06:00,26.53,24.57,25.062,502,6646.67,58065.33,59489.46,43847,35,0.6,0,14267.88,14781.6,12997.56,27594.25,-367.81
2025-01-08T01:00:00-06:00,25.6,24.537,25.318,502,6557,57945.92,59635.64,43966,35,0.61,0,13973.52,14414,13021.14,27666.8,-489.93
