Timestamp,ERCOT - Price - Load Zone: LZ_HOUSTON - ISO: Actual - DA LMP - Latest (Now),ERCOT - Price - Load Zone: LZ_HOUSTON - ISO: Actual - RT SPP (15 min) - Latest (Now),ERCOT - Price - Hub: HB_BUSAVG - ISO: Actual - RT SPP (15 min) - Latest (Now),ERCOT - Load - System Wide - ISO: Actual - Load - Latest (Now),ERCOT - Load - System Wide - ENV: Actual - Net Load - Latest (Now),ERCOT - Load - System Wide - ISO: Forecast - Load - Prior Day (Rolling),ERCOT - Generation - Solar - System Wide - ISO: Actual - Generation - Latest (Now),ERCOT - Generation - Solar - System Wide - ISO: Forecast - Generation (STPF) - Prior Day (Rolling),ERCOT - Generation - Wind - System Wide - ISO: Actual - Generation (5 min) - Latest (Now),ERCOT - Generation - Wind - System Wide - ISO: Forecast - Generation (STPF) - Prior Day (Rolling)
2026-08-23T01:00:00,27.35,61.77,61.77,65145.93,56846.82,65825.0893,0.08,0.0,8299.03,10388.8
2026-08-23T02:00:00,24.58,38.87,39.56,62842.36,53866.15,63202.6112,0.08,0.0,8976.13,9966.4
2026-08-23T03:00:00,23.67,40.07,40.34,60862.22,51565.55,61137.0307,0.08,0.0,9296.59,9458.8
2026-08-23T04:00:00,23.38,31.2,31.26,59304.23,49728.96,59948.9188,0.11,0.0,9575.16,8842.6
2026-08-23T05:00:00,23.61,33.46,33.47,58282.7,49090.7,58730.0501,0.06,0.0,9191.94,8036.2
2026-08-23T06:00:00,23.48,35.89,35.94,57667.18,49118.49,58175.2686,2.52,0.4,8546.17,7227.3
2026-08-23T07:00:00,21.85,28.16,28.26,57344.1,47495.12,57609.3305,1831.37,2113.3,8017.61,6448.8
2026-08-23T08:00:00,18.49,24.98,24.97,59470.53,40882.04,60584.059,12705.53,15398.4,5882.96,4977.9
2026-08-23T09:00:00,16.7,23.86,23.86,63384.9,34655.95,65796.6398,24591.38,26503.8,4137.57,3691.1
2026-08-23T10:00:00,17.68,22.5,22.48,68135.92,34005.34,71045.0906,30006.22,31233.8,4124.36,3420.7
2026-08-23T11:00:00,21.24,21.7,21.81,73956.16,37970.45,76913.3796,32645.86,33159.4,3339.85,3160.4
2026-08-23T12:00:00,27.35,27.05,26.41,79603.61,43578.21,81982.0612,33185.62,33533.8,2839.78,2904.7
2026-08-23T13:00:00,34.35,35.06,33.84,84589.55,48333.47,86608.6091,33284.23,33387.5,2971.85,3065.5
2026-08-23T14:00:00,36.21,42.57,42.88,88276.49,52005.21,89123.0614,32855.65,33049.1,3415.63,3670.6
2026-08-23T15:00:00,36.1,41.46,42.32,89775.4,53506.46,90050.7387,31964.27,32571.5,4304.67,6822.0
2026-08-23T16:00:00,39.9,31.7,33.53,90140.21,53912.44,91026.4286,31038.74,31525.4,5189.03,7512.0
2026-08-23T17:00:00,39.28,39.94,44.11,90411.17,55344.2,91435.1718,29015.62,29146.6,6051.35,8769.5
2026-08-23T18:00:00,53.14,56.8,64.11,89624.01,61728.59,90644.4317,20900.88,20416.8,6994.54,10268.5
2026-08-23T19:00:00,76.71,199.45,210.18,87532.32,73562.23,88208.1707,5383.68,4957.2,8586.41,12591.5
2026-08-23T20:00:00,64.1,283.55,286.06,84160.36,72692.4,85115.8198,76.21,87.6,11391.75,15615.1
2026-08-23T21:00:00,54.94,331.61,331.41,80394.82,64569.38,81798.259,0.1,0.0,15825.34,18244.9
2026-08-23T22:00:00,36.03,43.69,43.69,77620.25,58723.11,77618.7107,0.07,0.0,18897.07,20209.7
2026-08-23T23:00:00,28.91,31.21,31.21,73407.2,52437.66,72944.09,0.16,0.0,20969.38,21456.1
2026-08-24T00:00:00,28.96,26.12,26.12,69371.92,47520.66,68578.4902,0.09,0.0,21851.17,21327.7
2026-08-24T01:00:00,24.16,22.17,22.17,66122.92,44500.22,65281.3509,0.09,0.0,21622.61,21582.9
2026-08-24T02:00:00,23.34,21.14,21.14,63548.48,42348.87,62687.6704,0.09,0.0,21199.52,21288.5
2026-08-24T03:00:00,22.91,20.46,20.46,61837.08,41056.33,61048.4686,0.08,0.0,20780.67,20708.2
2026-08-24T04:00:00,22.9,20.5,20.5,61049.07,41020.89,60386.4711,0.08,0.0,20028.1,20102.0
2026-08-24T05:00:00,23.71,21.82,21.82,61467.89,42756.92,60880.4704,0.09,0.0,18710.88,19172.5
2026-08-24T06:00:00,23.54,22.36,22.36,62623.52,44012.15,62055.5205,0.74,0.2,18610.63,18081.3
2026-08-24T07:00:00,23.06,21.07,21.07,62830.23,42039.17,62011.6991,2420.66,2309.4,18370.4,17040.0
2026-08-24T08:00:00,18.27,17.52,17.52,64673.41,32665.79,63812.05,17256.07,16440.1,14751.55,15067.3
2026-08-24T09:00:00,17.64,16.45,16.38,68608.41,26411.66,67942.579,28519.92,27466.6,13676.83,13350.0
2026-08-24T10:00:00,20.5,16.49,16.22,73288.98,28190.96,72754.3191,32101.59,31489.0,12996.43,12376.2
2026-08-24T11:00:00,24.25,25.86,19.68,78449.76,34605.18,77908.251,33008.31,33257.0,10836.27,10486.4
2026-08-24T12:00:00,34.47,47.03,29.34,83489.08,41478.89,82776.6611,32842.63,33432.8,9167.56,8671.2
2026-08-24T13:00:00,38.25,41.67,48.67,87809.95,47387.01,87009.5119,33106.05,33500.6,7316.89,7397.8
2026-08-24T14:00:00,40.12,39.83,60.51,89737.65,50959.66,89318.3009,32287.72,32931.3,6490.27,6606.5
2026-08-24T15:00:00,45.24,27.57,59.3,90227.67,51564.58,90238.4105,32325.76,32695.3,6337.33,6769.8
2026-08-24T16:00:00,45.69,28.61,54.63,90600.69,51810.67,90880.6702,32216.71,31979.4,6573.31,7668.3
2026-08-24T17:00:00,45.41,28.48,69.41,90753.01,53644.5,90863.9791,29702.17,29613.6,7406.34,10519.2
2026-08-24T18:00:00,55.27,47.99,86.69,90159.96,59468.87,89882.2703,21006.65,20742.2,9684.44,12492.3
2026-08-24T19:00:00,74.53,89.25,111.07,88195.26,69573.41,87476.0894,5580.5,4867.3,13041.35,15206.4
2026-08-24T20:00:00,72.4,68.89,70.75,85241.01,67609.42,84801.7707,55.11,77.5,17576.48,18853.7
2026-08-24T21:00:00,55.96,35.4,35.41,82859.51,60584.19,81919.7302,0.06,0.0,22275.26,22358.3
2026-08-24T22:00:00,40.22,27.49,27.5,78216.02,53668.76,77391.2287,0.09,0.0,24547.17,24436.8
2026-08-24T23:00:00,30.16,24.82,24.82,73607.57,48506.77,72586.291,0.16,0.0,25100.64,25303.7
2026-08-25T00:00:00,24.11,23.12,23.12,69691.18,44632.03,70837.9396,0.14,0.0,25059.01,24796.9
2026-08-25T01:00:00,22.62,22.06,22.06,66507.0,41977.45,67137.8287,0.14,0.0,24529.41,24549.7
2026-08-25T02:00:00,21.8,21.51,21.51,63802.62,40298.73,64156.4492,0.12,0.0,23503.77,23734.5
2026-08-25T03:00:00,21.48,20.91,20.91,61955.04,39465.0,62160.8901,0.13,0.0,22489.91,22457.1
2026-08-25T04:00:00,21.67,19.93,19.93,61137.44,39411.98,61212.9301,0.16,0.0,21725.3,20941.8
2026-08-25T05:00:00,22.6,22.59,22.59,61525.84,42100.4,61483.5314,0.16,0.0,19425.28,19005.6
2026-08-25T06:00:00,23.12,28.67,28.67,62703.62,46828.78,62649.9804,0.18,0.3,15874.66,16839.4
2026-08-25T07:00:00,23.29,29.91,29.91,62564.94,48412.82,62751.7297,1678.41,2017.6,12473.71,14581.5
2026-08-25T08:00:00,20.06,25.91,25.91,63787.98,42436.92,64854.0502,13199.1,14910.9,8151.96,11626.4
2026-08-25T09:00:00,19.45,27.58,27.58,66757.23,39441.3,68907.6987,21569.65,25250.1,5746.28,9014.3
2026-08-25T10:00:00,20.87,28.79,28.79,70396.46,39156.4,73617.5594,26278.88,29408.2,4961.18,7304.2
2026-08-25T11:00:00,24.8,22.16,22.16,74467.67,39653.66,78670.6196,30145.12,31376.3,4668.89,5564.7
2026-08-25T12:00:00,30.73,24.32,24.32,79331.55,43928.49,83404.2895,31178.18,32265.3,4224.88,4343.1
2026-08-25T13:00:00,34.69,34.51,28.5,83470.84,47242.44,87268.3606,31125.32,32303.4,5103.08,5107.3
2026-08-25T14:00:00,37.95,38.8,27.74,86818.61,49173.25,89462.5195,31075.58,31878.4,6569.78,5786.4
2026-08-25T15:00:00,38.37,42.86,28.93,88649.68,50574.3,90248.1809,30405.1,31497.0,7670.28,6950.0
2026-08-25T16:00:00,39.48,48.42,35.49,89618.52,53076.05,90643.4307,28290.56,30703.4,8251.91,8394.1
2026-08-25T17:00:00,38.5,72.22,52.41,89744.09,55077.18,90666.6599,24844.69,28307.7,9822.22,10232.4
2026-08-25T18:00:00,63.0,62.91,62.4,88281.32,60065.99,90008.1814,16452.63,19498.2,11762.7,12290.3
2026-08-25T19:00:00,95.82,61.13,61.65,85646.11,67579.42,88117.0,3764.38,4483.3,14302.31,14348.2
2026-08-25T20:00:00,92.88,50.25,50.3,83434.03,68864.33,85442.5295,47.08,64.1,14522.62,16739.9
2026-08-25T21:00:00,66.52,42.77,42.86,80360.63,63762.3,82412.5589,0.05,0.0,16598.28,19158.1
2026-08-25T22:00:00,43.39,33.98,33.75,76094.12,57395.41,78254.7507,0.07,0.0,18698.64,20665.4
2026-08-25T23:00:00,33.39,29.92,29.81,72035.61,52287.28,73744.6091,0.15,0.0,19748.18,21121.2
2026-08-26T00:00:00,28.18,27.09,27.03,68209.84,47092.99,67298.9207,0.14,0.0,21116.71,18784.2
2026-08-26T01:00:00,26.5,27.04,27.05,65204.0,45824.08,64171.7701,0.11,0.0,19379.81,17853.9
2026-08-26T02:00:00,26.7,35.13,35.19,62908.84,48586.59,61811.1706,0.2,0.0,14322.05,16194.7
2026-08-26T03:00:00,28.85,45.9,46.02,61448.03,51747.13,60399.2803,0.16,0.0,9700.74,13977.7
2026-08-26T04:00:00,30.32,52.1,52.1,61025.18,53976.87,59828.3998,0.1,0.0,7048.21,11691.7
2026-08-26T05:00:00,33.45,58.39,58.38,61901.96,56667.02,60586.689,0.18,0.0,5234.76,9463.6
2026-08-26T06:00:00,36.24,57.87,60.7,63207.85,59110.83,62188.9587,0.63,0.1,4096.39,7468.6
2026-08-26T07:00:00,33.9,51.33,78.54,62385.39,57313.39,62260.3596,1227.77,1662.0,3844.23,5765.0
2026-08-26T08:00:00,26.78,35.6,40.77,64060.05,50897.34,64184.0087,9920.61,12221.8,3242.1,3963.8
2026-08-26T09:00:00,25.07,33.53,38.63,67853.87,45937.68,68150.0701,19413.73,21751.5,2502.46,2735.9
2026-08-26T10:00:00,25.66,35.36,40.13,72398.24,44601.93,72739.9398,25815.54,27039.4,1980.77,2215.6
2026-08-26T11:00:00,29.53,39.67,41.81,77039.37,46417.1,77567.5513,29130.53,29409.7,1491.74,1780.2
2026-08-26T12:00:00,34.33,44.94,46.66,81002.65,50272.67,82323.3198,29570.14,30217.4,1159.84,2530.3
2026-08-26T13:00:00,37.22,44.27,43.76,84125.16,53459.16,86498.5195,29163.55,30290.9,1502.45,2711.5
2026-08-26T14:00:00,44.76,33.41,51.49,86189.73,54582.09,88990.3706,28788.12,29697.9,2819.52,3229.1
2026-08-26T15:00:00,50.16,57.88,71.9,88173.93,57456.84,89190.419,27132.46,28867.1,3584.63,4076.0
2026-08-26T16:00:00,54.69,81.68,74.15,90212.69,60066.73,89015.3402,26188.31,26682.6,3957.65,4915.4
2026-08-26T17:00:00,57.24,110.93,104.26,89844.53,61743.43,88096.7089,23987.39,23981.1,4113.71,5813.6
2026-08-26T18:00:00,96.59,164.0,167.81,87506.95,65609.72,86636.4806,16900.67,16147.0,4996.56,6904.5
2026-08-26T19:00:00,136.74,283.31,298.25,84041.84,73947.17,83967.1607,3867.3,4013.9,6227.37,7738.9
2026-08-26T20:00:00,126.44,336.46,381.75,81282.37,74620.92,81737.2895,24.82,51.5,6636.63,8418.9
2026-08-26T21:00:00,142.31,381.41,448.36,77658.5,70471.42,78836.6502,0.04,0.0,7187.04,9175.0
2026-08-26T22:00:00,98.5,526.05,534.63,73097.3,65381.49,74746.5896,0.09,0.0,7715.72,9588.0
2026-08-26T23:00:00,59.94,84.07,84.04,69589.27,61733.8,70297.8693,0.14,0.0,7855.33,9609.7
2026-08-27T00:00:00,67.27,70.18,70.18,67121.54,59229.55,65794.0096,0.27,0.0,7891.72,7958.6
2026-08-27T01:00:00,52.31,45.41,45.19,64778.43,56582.06,62855.6301,0.29,0.0,8196.08,7395.7
2026-08-27T02:00:00,47.12,39.12,38.82,62816.28,55699.59,60614.099,0.13,0.0,7116.56,6577.8
2026-08-27T03:00:00,42.13,38.5,38.46,61321.98,54688.46,59197.6792,0.21,0.0,6633.31,5806.6
2026-08-27T04:00:00,38.36,40.97,41.0,60634.95,54865.56,58665.8792,0.2,0.0,5769.19,5233.1
2026-08-27T05:00:00,40.39,32.05,32.2,61405.47,55619.52,59108.6803,0.13,0.0,5785.82,4380.6
2026-08-27T06:00:00,42.98,35.68,35.12,62721.51,58606.76,60611.4705,1.47,0.2,4113.28,3646.1
2026-08-27T07:00:00,37.42,34.16,33.32,62544.34,57231.43,60988.6202,1761.88,1762.0,3551.03,3387.6
2026-08-27T08:00:00,26.96,29.86,28.41,63808.86,46830.83,63312.88,13267.48,13564.7,3710.55,2695.3
2026-08-27T09:00:00,25.96,26.91,25.3,67209.48,39055.69,67227.4695,23234.26,24928.7,4919.53,1878.8
2026-08-27T10:00:00,27.92,22.89,21.51,71354.78,37345.98,71763.9597,26246.12,30002.6,7762.68,1722.1
2026-08-27T11:00:00,29.07,21.46,19.82,76340.01,38238.1,76296.2097,29392.15,32168.4,8709.76,1699.0
2026-08-27T12:00:00,34.3,28.45,24.34,81497.31,41909.29,80460.9903,31538.34,32256.1,8049.68,1866.5
2026-08-27T13:00:00,35.8,45.29,39.14,86036.97,48682.18,83890.3286,31640.8,31721.2,5713.99,2449.5
2026-08-27T14:00:00,40.83,45.79,39.8,89330.68,51712.5,85706.7211,31526.66,30717.7,6091.52,3669.8
2026-08-27T15:00:00,41.3,47.64,37.05,90168.98,51838.4,86400.5188,31207.68,29485.1,7122.9,5049.1
2026-08-27T16:00:00,47.38,30.12,25.89,90120.04,52350.53,86407.64,27513.21,27127.3,10256.3,6557.4
2026-08-27T17:00:00,54.67,24.56,22.35,89313.45,52292.28,85680.1496,24694.56,23884.1,12326.61,8408.5
2026-08-27T18:00:00,83.26,43.62,43.22,87466.02,57089.17,84078.8991,16627.29,14938.2,13749.56,9591.6
2026-08-27T19:00:00,95.03,94.19,95.66,83445.74,69583.9,81333.4112,3169.18,3129.5,10692.66,9935.4
2026-08-27T20:00:00,103.22,97.2,98.73,80845.58,72156.94,78948.9898,20.22,34.7,8668.42,10206.0
2026-08-27T21:00:00,100.53,68.89,68.99,77649.87,69600.05,76263.8522,0.02,0.0,8049.8,10328.3
2026-08-27T22:00:00,81.61,76.74,76.67,73464.19,66636.8,72458.4794,0.08,0.0,6827.31,10006.5
2026-08-27T23:00:00,52.05,69.16,69.11,69063.16,62407.25,68409.0906,0.08,0.0,6655.83,9388.8
2026-08-28T00:00:00,46.41,47.73,47.64,65918.77,59106.29,66591.5605,0.1,0.0,6812.38,6472.7
2026-08-28T01:00:00,41.24,40.97,40.76,63068.15,56394.32,63250.1288,0.08,0.0,6673.75,5516.6
2026-08-28T02:00:00,38.39,37.26,37.09,60927.74,54745.88,60534.1898,0.07,0.0,6181.79,4689.2
2026-08-28T03:00:00,35.05,33.31,33.17,59523.04,53622.7,58686.2095,0.09,0.0,5900.25,4127.1
2026-08-28T04:00:00,36.27,38.02,38.02,59153.63,54429.82,57883.2995,0.11,0.0,4723.7,3665.0
2026-08-28T05:00:00,36.78,61.04,61.04,59663.02,56565.83,58083.4493,0.15,0.0,3097.04,3154.5
2026-08-28T06:00:00,40.68,63.93,63.93,60922.49,58197.32,59476.2216,0.86,0.1,2724.31,2747.7
2026-08-28T07:00:00,35.1,50.82,50.8,60975.32,56592.11,59789.4599,2254.48,1949.7,2128.73,2421.2
2026-08-28T08:00:00,24.5,26.85,26.86,62936.95,44940.66,62128.9609,16697.43,16178.5,1298.86,1882.7
2026-08-28T09:00:00,22.38,24.83,24.84,67257.34,37524.78,65943.3411,28481.83,28477.1,1250.73,1570.2
2026-08-28T10:00:00,22.91,28.17,28.2,72478.62,39949.97,70403.5003,31497.01,32466.1,1031.64,1845.8
2026-08-28T11:00:00,25.51,29.4,29.59,77660.83,43858.92,74869.8909,32633.39,33678.7,1168.52,2094.2
2026-08-28T12:00:00,31.52,31.17,31.4,82101.57,48108.03,78879.2908,32613.41,33318.5,1380.13,2352.2
2026-08-28T13:00:00,34.64,49.88,48.57,85960.75,52173.44,82259.0192,31488.62,32202.9,2298.69,2930.7
2026-08-28T14:00:00,39.35,46.2,46.38,88200.49,54708.57,84268.0002,29838.87,31388.6,3653.05,3866.8
2026-08-28T15:00:00,40.32,42.54,41.69,88770.67,55487.26,85243.4499,28627.02,30520.3,4656.39,4992.0
2026-08-28T16:00:00,43.66,30.36,30.47,87761.78,55701.55,85677.9985,26312.6,28478.8,5747.63,6143.7
2026-08-28T17:00:00,45.2,26.96,27.02,85971.19,55855.79,85216.3298,23012.56,25643.3,7102.84,7392.0
2026-08-28T18:00:00,71.69,31.3,31.64,83101.88,58433.82,83706.4695,16196.44,16939.5,8471.62,8761.9
2026-08-28T19:00:00,81.47,38.25,38.52,79925.75,65819.89,80774.9102,4055.99,3555.3,10049.87,9994.7
2026-08-28T20:00:00,73.04,33.13,32.94,77089.78,65499.62,77988.3194,20.43,36.2,11569.73,11605.6
2026-08-28T21:00:00,60.18,27.42,27.21,73103.98,58691.82,75379.1286,0.1,0.0,14412.06,13305.1
2026-08-28T22:00:00,44.21,22.82,22.62,69556.6,53529.52,71893.1295,0.12,0.0,16026.96,14353.0
2026-08-28T23:00:00,34.54,22.91,22.75,66344.26,49948.99,68148.7595,0.13,0.0,16395.14,14775.8
2026-08-29T00:00:00,34.14,24.64,24.62,63139.17,47144.48,62963.9092,0.33,0.0,15994.36,15507.4
2026-08-29T01:00:00,30.71,23.98,23.89,60379.77,45183.11,60309.6006,0.1,0.0,15196.56,14772.5
2026-08-29T02:00:00,28.68,23.16,23.08,58204.08,44149.45,58183.4803,0.09,0.0,14054.54,13899.5
2026-08-29T03:00:00,27.13,24.77,24.63,56379.87,43517.17,56517.7905,0.12,0.0,12862.58,12785.9
2026-08-29T04:00:00,25.34,22.82,22.68,55494.72,43589.39,55343.6394,0.14,0.0,11905.19,11713.4
2026-08-29T05:00:00,25.82,23.48,23.21,55050.29,44319.96,54695.9094,0.14,0.0,10730.19,10328.9
2026-08-29T06:00:00,24.9,22.97,22.77,55153.19,44835.67,54671.7205,0.84,0.1,10316.68,10164.4
2026-08-29T07:00:00,23.99,22.99,22.89,55391.43,43388.36,54785.4198,2474.33,2087.5,9528.74,9358.2
2026-08-29T08:00:00,17.88,16.79,16.75,58242.3,32744.78,58388.9597,18475.11,17230.9,7022.41,7832.2
2026-08-29T09:00:00,17.27,15.04,14.96,62979.87,27318.28,63636.4595,30483.21,29737.6,5178.38,6445.9
2026-08-29T10:00:00,18.7,16.29,16.23,68225.23,30189.51,69108.2602,32659.65,33276.8,5376.07,6361.6
2026-08-29T11:00:00,21.19,17.06,16.91,73584.68,33771.77,74345.0783,33802.74,34330.2,6010.17,6354.2
2026-08-29T12:00:00,26.21,23.16,21.69,78325.34,38329.6,78885.5705,33747.75,34081.1,6247.99,6466.9
2026-08-29T13:00:00,29.4,26.57,24.87,82023.47,41761.84,82603.8604,33478.68,33342.3,6782.95,6725.9
2026-08-29T14:00:00,32.92,35.74,32.67,84859.78,44836.02,85345.5804,32784.55,32568.1,7239.21,7252.0
2026-08-29T15:00:00,34.3,38.52,36.89,86784.73,47686.93,87102.7188,31611.39,31858.4,7486.41,8241.2
2026-08-29T16:00:00,34.27,39.14,38.97,87892.63,49297.9,87878.4507,30506.17,30336.6,8088.56,9364.9
2026-08-29T17:00:00,35.0,36.96,32.46,87984.99,50524.71,87801.5821,27748.05,27688.0,9712.23,10648.7
2026-08-29T18:00:00,50.24,47.6,46.99,86439.69,55678.09,86289.1394,18835.29,18338.6,11926.31,12209.1
2026-08-29T19:00:00,62.42,49.35,48.79,83125.88,65411.1,82853.8591,4165.47,3583.0,13549.31,13890.7
2026-08-29T20:00:00,58.11,53.0,52.17,80155.89,64895.35,79391.8995,22.0,30.6,15238.54,16178.9
2026-08-29T21:00:00,50.62,45.83,45.38,76940.9,58001.21,76320.8901,0.13,0.0,18939.56,18810.1
2026-08-29T22:00:00,36.08,32.73,32.62,73409.21,52060.41,72652.5807,0.16,0.0,21348.64,20594.4
2026-08-29T23:00:00,29.4,25.12,25.1,69842.16,47351.48,68801.3814,0.64,0.0,22490.04,21743.4
2026-08-30T00:00:00,23.43,23.32,23.31,66293.06,43876.78,65514.9905,0.19,0.0,22416.09,23542.2
2026-08-30T01:00:00,21.95,22.16,22.16,63137.38,41135.69,62449.4501,0.21,0.0,22001.48,23219.8
2026-08-30T02:00:00,21.21,21.45,21.45,60738.72,39365.79,59940.8,0.19,0.0,21372.74,22554.9
2026-08-30T03:00:00,20.11,20.64,20.64,58783.83,38328.29,58196.1212,0.17,0.0,20455.37,21599.9
2026-08-30T04:00:00,19.76,20.18,20.18,57440.56,37899.73,57058.9101,0.15,0.0,19540.68,20523.1
2026-08-30T05:00:00,19.71,20.64,20.64,56587.47,38207.78,56101.1993,0.14,0.0,18379.55,19419.9
2026-08-30T06:00:00,19.34,21.77,21.77,56069.8,38989.71,55600.9399,0.71,0.0,17079.38,18414.8
2026-08-30T07:00:00,18.45,21.39,21.39,55917.22,38129.85,55216.0589,2456.73,2062.7,15330.64,17270.2
2026-08-30T08:00:00,14.79,17.21,16.91,58797.99,28649.42,58205.5691,18354.72,16804.7,11793.85,15671.1
2026-08-30T09:00:00,13.7,16.25,15.47,63744.97,20425.44,63480.4395,30184.98,28943.8,13134.55,14641.4
2026-08-30T10:00:00,16.57,16.94,14.34,68812.3,22609.23,68641.3801,32616.96,32533.5,13586.11,14090.3
2026-08-30T11:00:00,19.42,20.05,17.8,73777.05,28965.41,73617.4315,33558.21,33785.3,11253.43,12776.7
2026-08-30T12:00:00,23.14,24.54,22.16,78445.92,35525.46,77987.9495,33602.77,33814.4,9317.69,11494.5
2026-08-30T13:00:00,26.77,32.11,27.82,82189.71,40141.06,82316.3692,32671.26,33360.8,9377.39,10818.7
2026-08-30T14:00:00,30.85,34.7,29.77,85169.63,42807.99,85286.5205,32368.88,32674.8,9992.76,10721.6
2026-08-30T15:00:00,32.29,50.45,41.31,87154.93,45411.24,86708.6492,31568.22,32018.1,10175.47,11061.0
2026-08-30T16:00:00,34.6,53.97,51.19,88557.54,48124.07,87529.4394,30285.13,31648.0,10148.34,11769.0
2026-08-30T17:00:00,33.66,53.8,61.3,88786.53,49527.94,87899.4111,28493.85,29165.2,10764.74,12921.7
2026-08-30T18:00:00,41.99,66.52,67.34,87221.59,54643.73,86893.9389,20045.27,19366.4,12532.59,14640.8
2026-08-30T19:00:00,55.83,118.42,128.77,83695.93,64952.72,84103.3497,4292.22,3625.0,14450.99,16423.4
2026-08-30T20:00:00,49.75,77.55,79.58,80441.41,64008.45,80883.2109,16.21,25.6,16416.75,18601.2
2026-08-30T21:00:00,43.54,61.49,61.38,77933.8,58360.29,77629.4117,0.07,0.0,19573.44,21111.3
2026-08-30T22:00:00,35.42,38.63,38.67,74178.19,51713.95,73590.4196,0.12,0.0,22464.12,22809.7
2026-08-30T23:00:00,24.85,26.54,26.56,69936.75,45980.26,69354.9197,0.19,0.0,23956.3,23704.0
2026-08-31T00:00:00,23.9,23.67,23.68,66185.15,42153.35,65536.8012,0.18,0.0,24031.62,24778.9
2026-08-31T01:00:00,21.9,22.46,22.46,63171.96,39946.62,62438.2804,0.17,0.0,23225.17,24357.9
2026-08-31T02:00:00,21.46,21.78,21.88,61043.45,38899.07,60397.881,0.16,0.0,22144.22,23625.1
2026-08-31T03:00:00,20.98,21.63,21.63,59748.69,38788.62,59021.6,0.16,0.0,20959.91,22536.8
2026-08-31T04:00:00,21.18,22.38,22.38,59407.28,39892.11,58411.2809,0.08,0.0,19515.09,21178.7
2026-08-31T05:00:00,22.88,25.2,25.2,59971.69,42162.74,59113.3299,0.19,0.0,17808.76,19401.6
2026-08-31T06:00:00,24.42,36.1,36.1,61247.14,45661.14,60704.87,0.43,0.0,15585.57,17518.4
2026-08-31T07:00:00,24.1,36.11,36.11,61260.9,45802.28,60604.949,2195.13,1974.2,13263.49,15476.8
2026-08-31T08:00:00,18.59,22.39,22.33,63302.98,35411.94,62990.0296,18252.68,16391.8,9638.36,13291.1
2026-08-31T09:00:00,19.13,20.75,20.08,67448.51,27155.8,67401.9501,30059.72,28487.9,10232.99,11704.2
2026-08-31T10:00:00,22.18,22.68,21.5,72131.19,29517.16,72102.1894,32653.75,32295.2,9960.28,10502.3
2026-08-31T11:00:00,28.5,24.65,22.59,76848.28,34424.95,76481.2997,33863.34,33487.3,8559.99,8940.8
2026-08-31T12:00:00,34.15,38.91,33.6,81162.97,40905.75,80812.3291,32831.03,33137.0,7426.19,7880.3
2026-08-31T13:00:00,36.39,44.81,42.99,84536.25,45932.4,84852.9304,31373.31,31920.2,7230.54,7788.3
2026-08-31T14:00:00,39.31,50.82,47.3,86619.46,47782.34,87550.481,30638.19,30940.5,8198.93,8542.6
2026-08-31T15:00:00,39.46,47.03,48.3,87768.29,50179.87,88472.0203,28619.85,30048.7,8968.57,9648.9
2026-08-31T16:00:00,39.31,45.41,46.64,88521.59,50947.36,89000.6202,27757.73,28999.0,9816.5,11048.4
2026-08-31T17:00:00,37.28,56.97,57.68,88287.58,51699.17,88713.9379,25902.82,26299.3,10685.59,12676.1
2026-08-31T18:00:00,49.59,67.21,69.03,86658.66,56354.02,87503.5198,17154.28,17365.9,13150.36,14478.1
2026-08-31T19:00:00,67.52,71.8,72.94,83860.17,64890.7,84576.6493,3625.38,3187.9,15344.09,16011.6
2026-08-31T20:00:00,62.21,75.04,75.7,81151.92,64499.0,81664.9807,7.16,19.8,16645.76,17765.4
2026-08-31T21:00:00,50.17,67.44,67.23,77849.99,58691.56,78415.5505,0.17,0.0,19158.26,19700.3
2026-08-31T22:00:00,39.83,43.41,43.4,73607.42,53022.5,74069.2706,0.23,0.0,20584.69,21178.2
2026-08-31T23:00:00,29.11,37.64,37.7,69379.46,48754.13,69604.8491,0.3,0.0,20625.03,21809.1
2026-09-01T00:00:00,25.8,32.84,32.85,65688.68,45866.64,66585.8397,0.25,0.0,19821.79,21173.2
2026-09-01T01:00:00,24.03,28.31,28.31,62766.15,44041.51,63558.6495,0.24,0.0,18724.4,20326.5
2026-09-01T02:00:00,23.88,26.84,26.84,60831.86,43358.39,61180.4006,0.23,0.0,17473.24,19141.1
2026-09-01T03:00:00,24.57,34.29,34.29,59574.03,42925.77,59745.0803,0.2,0.0,16648.06,17930.0
2026-09-01T04:00:00,23.6,28.11,28.11,59010.57,43418.32,59289.0993,0.21,0.0,15592.04,16774.2
2026-09-01T05:00:00,27.79,29.92,29.92,59692.12,45290.53,59984.8698,0.21,0.0,14401.38,15300.0
2026-09-01T06:00:00,30.93,34.57,34.57,60930.99,47471.13,61656.3891,0.61,0.0,13459.25,13702.7
2026-09-01T07:00:00,28.57,37.26,37.26,61112.14,47591.74,61810.6116,1891.28,1809.2,11629.12,12021.3
2026-09-01T08:00:00,22.22,26.28,26.28,62895.63,39278.53,63334.7405,15357.92,15164.6,8259.18,9918.8
2026-09-01T09:00:00,21.43,25.55,25.52,66675.9,31204.28,67068.2889,27499.19,26775.9,7972.43,8395.4
2026-09-01T10:00:00,21.67,24.94,24.68,71072.0,31828.66,71454.9897,30371.12,30421.7,8872.22,7768.4
